50 mm/s Straight @ 10s - 180 deg turn (0) - 50 mm/s Straight @ 10s 

0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
0.01	0.00	0.00
0.01	0.00	0.00
0.01	0.00	0.00
0.01	0.00	0.00
0.01	0.00	0.00
0.02	0.00	0.00
0.02	0.00	0.00
0.02	0.00	0.00
0.02	0.00	0.00
0.03	0.00	0.00
0.03	0.00	0.00
0.03	0.00	0.00
0.03	0.00	0.00
0.04	0.00	0.00
0.04	0.00	0.00
0.04	0.00	0.00
0.04	0.00	0.00
0.04	0.00	0.00
0.05	0.00	0.00
0.05	0.00	0.00
0.05	0.00	0.00
0.05	0.00	0.00
0.06	0.00	0.00
0.06	0.00	0.00
0.06	0.00	0.00
0.06	0.00	0.00
0.07	0.00	0.00
0.07	0.00	0.00
0.07	0.00	0.00
0.07	0.00	0.00
0.08	0.00	0.00
0.08	0.00	0.00
0.08	0.00	0.00
0.08	0.00	0.00
0.09	0.00	0.00
0.09	0.00	0.00
0.09	0.00	0.00
0.09	0.00	0.00
0.10	0.00	0.00
0.10	0.00	0.00
0.10	0.00	0.00
0.10	0.00	0.00
0.11	0.00	0.00
0.11	0.00	0.00
0.11	0.00	0.00
0.11	0.00	0.00
0.12	0.00	0.00
0.12	0.00	0.00
0.12	0.00	0.00
0.12	0.00	0.00
0.13	0.00	0.00
0.13	0.00	0.00
0.13	0.00	0.00
0.13	0.00	0.00
0.14	0.00	0.00
0.14	0.00	0.00
0.14	0.00	0.00
0.14	0.00	0.00
0.15	0.00	0.00
0.15	0.00	0.00
0.15	0.00	0.00
0.15	0.00	0.00
0.16	0.00	0.00
0.16	0.00	0.00
0.16	0.00	0.00
0.16	0.00	0.00
0.17	0.00	0.00
0.17	0.00	0.00
0.17	0.00	0.00
0.17	0.00	0.00
0.18	0.00	0.00
0.18	0.00	0.00
0.18	0.00	0.00
0.18	0.00	0.00
0.19	0.00	0.00
0.19	0.00	0.00
0.19	0.00	0.00
0.19	0.00	0.00
0.20	0.00	0.00
0.20	0.00	0.00
0.20	0.00	0.00
0.20	0.00	0.00
0.21	0.00	0.00
0.21	0.00	0.00
0.21	0.00	0.00
0.21	0.00	0.00
0.22	0.00	0.00
0.22	0.00	0.00
0.22	0.00	0.00
0.22	0.00	0.00
0.23	0.00	0.00
0.23	0.00	0.00
0.23	0.00	0.00
0.23	0.00	0.00
0.24	0.00	0.00
0.24	0.00	0.00
0.24	0.00	0.00
0.24	0.00	0.00
0.25	0.00	0.00
0.25	0.00	0.00
0.25	0.00	0.00
0.25	0.00	0.00
0.26	0.00	0.00
0.26	0.00	0.00
0.26	0.00	0.00
0.26	0.00	0.00
0.27	0.00	0.00
0.27	0.00	0.00
0.27	0.00	0.00
0.27	0.00	0.00
0.28	0.00	0.00
0.28	0.00	0.00
0.28	0.00	0.00
0.28	0.00	0.00
0.29	0.00	0.00
0.29	0.00	0.00
0.29	0.00	0.00
0.29	0.00	0.00
0.30	0.00	0.00
0.30	0.00	0.00
0.30	0.00	0.00
0.30	0.00	0.00
0.31	0.00	0.00
0.31	0.00	0.00
0.31	0.00	0.00
0.31	0.00	0.00
0.32	0.00	0.00
0.32	0.00	0.00
0.32	0.00	0.00
0.32	0.00	0.00
0.33	0.00	0.00
0.33	0.00	0.00
0.33	0.00	0.00
0.33	0.00	0.00
0.34	0.00	0.00
0.34	0.00	0.00
0.34	0.00	0.00
0.34	0.00	0.00
0.35	0.00	0.00
0.35	0.00	0.00
0.35	0.00	0.00
0.35	0.00	0.00
0.36	0.00	0.00
0.36	0.00	0.00
0.36	0.00	0.00
0.36	0.00	0.00
0.37	0.00	0.00
0.37	0.00	0.00
0.37	0.00	0.00
0.37	0.00	0.00
0.38	0.00	0.00
0.38	0.00	0.00
0.38	0.00	0.00
0.38	0.00	0.00
0.39	0.00	0.00
0.39	0.00	0.00
0.39	0.00	0.00
0.39	0.00	0.00
0.40	0.00	0.00
0.40	0.00	0.00
0.40	0.00	0.00
0.40	0.00	0.00
0.41	0.00	0.00
0.41	0.00	0.00
0.41	0.00	0.00
0.41	0.00	0.00
0.42	0.00	0.00
0.42	0.00	0.00
0.42	0.00	0.00
0.42	0.00	0.00
0.43	0.00	0.00
0.43	0.00	0.00
0.43	0.00	0.00
0.43	0.00	0.00
0.44	0.00	0.00
0.44	0.00	0.00
0.44	0.00	0.00
0.44	0.00	0.00
0.45	0.00	0.00
0.45	0.00	0.00
0.45	0.00	0.00
0.45	0.00	0.00
0.46	0.00	0.00
0.46	0.00	0.00
0.46	0.00	0.00
0.46	0.00	0.00
0.47	0.00	0.00
0.47	0.00	0.00
0.47	0.00	0.00
0.47	0.00	0.00
0.48	0.00	0.00
0.48	0.00	0.00
0.48	0.00	0.00
0.48	0.00	0.00
0.49	0.00	0.00
0.49	0.00	0.00
0.49	0.00	-0.03
0.49	0.00	-0.05
0.49	0.00	-0.07
0.49	0.00	-0.09
0.49	0.00	-0.12
0.49	0.00	-0.14
0.49	0.00	-0.17
0.49	0.00	-0.20
0.49	0.00	-0.23
0.49	0.00	-0.26
0.49	0.00	-0.29
0.49	0.00	-0.32
0.49	0.00	-0.35
0.49	0.00	-0.39
0.49	0.00	-0.42
0.49	0.00	-0.45
0.49	0.00	-0.48
0.49	0.00	-0.52
0.49	0.00	-0.55
0.49	0.00	-0.59
0.49	0.00	-0.62
0.49	0.00	-0.66
0.49	0.00	-0.69
0.49	0.00	-0.73
0.49	0.00	-0.77
0.49	0.00	-0.80
0.49	0.00	-0.84
0.49	0.00	-0.87
0.49	0.00	-0.91
0.49	0.00	-0.95
0.49	0.00	-0.98
0.49	0.00	-1.02
0.49	0.00	-1.06
0.49	0.00	-1.09
0.49	0.00	-1.13
0.49	0.00	-1.17
0.49	0.00	-1.20
0.49	0.00	-1.24
0.49	0.00	-1.28
0.49	0.00	-1.31
0.49	0.00	-1.35
0.49	0.00	-1.39
0.49	0.00	-1.43
0.49	0.00	-1.46
0.49	0.00	-1.50
0.49	0.00	-1.54
0.49	0.00	-1.57
0.49	0.00	-1.61
0.49	0.00	-1.65
0.49	0.00	-1.69
0.49	0.00	-1.73
0.49	0.00	-1.77
0.49	0.00	-1.80
0.49	0.00	-1.84
0.49	0.00	-1.88
0.49	0.00	-1.92
0.49	0.00	-1.96
0.49	0.00	-2.00
0.49	0.00	-2.04
0.49	0.00	-2.08
0.49	0.00	-2.12
0.49	0.00	-2.16
0.49	0.00	-2.19
0.49	0.00	-2.23
0.49	0.00	-2.27
0.49	0.00	-2.31
0.49	0.00	-2.35
0.49	0.00	-2.39
0.49	0.00	-2.42
0.49	0.00	-2.46
0.49	0.00	-2.50
0.49	0.00	-2.54
0.49	0.00	-2.58
0.49	0.00	-2.61
0.49	0.00	-2.65
0.49	0.00	-2.69
0.49	0.00	-2.73
0.49	0.00	-2.76
0.49	0.00	-2.80
0.49	0.00	-2.84
0.49	0.00	-2.88
0.49	0.00	-2.92
0.49	0.00	-2.95
0.49	0.00	-2.99
0.49	0.00	-3.03
0.49	0.00	-3.06
0.49	0.00	-3.10
0.49	0.00	-3.14
0.49	0.00	-3.14
0.49	-0.00	-3.14
0.49	-0.00	-3.14
0.48	-0.00	-3.14
0.48	-0.00	-3.14
0.48	-0.00	-3.14
0.48	-0.00	-3.14
0.48	-0.00	-3.14
0.48	-0.00	-3.14
0.47	-0.00	-3.14
0.47	-0.00	-3.14
0.47	-0.00	-3.14
0.47	-0.00	-3.14
0.47	-0.00	-3.14
0.46	-0.00	-3.14
0.46	-0.00	-3.14
0.46	-0.00	-3.14
0.46	-0.00	-3.14
0.45	-0.00	-3.14
0.45	-0.00	-3.14
0.45	-0.00	-3.14
0.45	-0.00	-3.14
0.44	-0.00	-3.14
0.44	-0.00	-3.14
0.44	-0.00	-3.14
0.44	-0.00	-3.14
0.43	-0.00	-3.14
0.43	-0.00	-3.14
0.43	-0.00	-3.14
0.43	-0.00	-3.14
0.43	-0.00	-3.14
0.42	-0.00	-3.14
0.42	-0.00	-3.14
0.42	-0.00	-3.14
0.42	-0.00	-3.14
0.41	-0.00	-3.14
0.41	-0.00	-3.14
0.41	-0.00	-3.14
0.41	-0.00	-3.14
0.40	-0.00	-3.14
0.40	-0.00	-3.14
0.40	-0.00	-3.14
0.39	-0.00	-3.14
0.39	-0.00	-3.14
0.39	-0.00	-3.14
0.39	-0.00	-3.14
0.38	-0.00	-3.14
0.38	-0.00	-3.14
0.38	-0.00	-3.14
0.38	-0.00	-3.14
0.37	-0.00	-3.14
0.37	-0.00	-3.14
0.37	-0.00	-3.14
0.37	-0.00	-3.14
0.36	-0.00	-3.14
0.36	-0.00	-3.14
0.36	-0.00	-3.14
0.36	-0.00	-3.14
0.35	-0.00	-3.14
0.35	-0.00	-3.14
0.35	-0.00	-3.14
0.35	-0.00	-3.14
0.34	-0.00	-3.14
0.34	-0.00	-3.14
0.34	-0.00	-3.14
0.34	-0.00	-3.14
0.34	-0.00	-3.14
0.33	-0.00	-3.14
0.33	-0.00	-3.14
0.33	-0.00	-3.14
0.33	-0.00	-3.14
0.32	-0.00	-3.14
0.32	-0.00	-3.14
0.32	-0.00	-3.14
0.31	-0.00	-3.14
0.31	-0.00	-3.14
0.31	-0.00	-3.14
0.31	-0.00	-3.14
0.31	-0.00	-3.14
0.30	-0.00	-3.14
0.30	-0.00	-3.14
0.30	-0.00	-3.14
0.29	-0.00	-3.14
0.29	-0.00	-3.14
0.29	-0.00	-3.14
0.29	-0.00	-3.14
0.29	-0.00	-3.14
0.28	-0.00	-3.14
0.28	-0.00	-3.14
0.28	-0.00	-3.14
0.27	-0.00	-3.14
0.27	-0.00	-3.14
0.27	-0.00	-3.14
0.27	-0.00	-3.14
0.27	-0.00	-3.14
0.26	-0.00	-3.14
0.26	-0.00	-3.14
0.26	-0.00	-3.14
0.26	-0.00	-3.14
0.25	-0.00	-3.14
0.25	-0.00	-3.14
0.25	-0.00	-3.14
0.25	-0.00	-3.14
0.24	-0.00	-3.14
0.24	-0.00	-3.14
0.24	-0.00	-3.14
0.24	-0.00	-3.14
0.23	-0.00	-3.14
0.23	-0.00	-3.14
0.23	-0.00	-3.14
0.23	-0.00	-3.14
0.22	-0.00	-3.14
0.22	-0.00	-3.14
0.22	-0.00	-3.14
0.22	-0.00	-3.14
0.21	-0.00	-3.14
0.21	-0.00	-3.14
0.21	-0.00	-3.14
0.21	-0.00	-3.14
0.20	-0.00	-3.14
0.20	-0.00	-3.14
0.20	-0.00	-3.14
0.20	-0.00	-3.14
0.19	-0.00	-3.14
0.19	-0.00	-3.14
0.19	-0.00	-3.14
0.19	-0.00	-3.14
0.18	-0.00	-3.14
0.18	-0.00	-3.14
0.18	-0.00	-3.14
0.18	-0.00	-3.14
0.17	-0.00	-3.14
0.17	-0.00	-3.14
0.17	-0.00	-3.14
0.17	-0.00	-3.14
0.16	-0.00	-3.14
0.16	-0.00	-3.14
0.16	-0.00	-3.14
0.16	-0.00	-3.14
0.15	-0.00	-3.14
0.15	-0.00	-3.14
0.15	-0.00	-3.14
0.15	-0.00	-3.14
0.14	-0.00	-3.14
0.14	-0.00	-3.14
0.14	-0.00	-3.14
0.14	-0.00	-3.14
0.13	-0.00	-3.14
0.13	-0.00	-3.14
0.13	-0.00	-3.14
0.13	-0.00	-3.14
0.12	-0.00	-3.14
0.12	-0.00	-3.14
0.12	-0.00	-3.14
